3.654000000000000000e+03,6.797000000000000000e+03,1.010400000000000000e+04
3.923000000000000000e+03,5.136000000000000000e+03,1.519800000000000000e+04
4.452000000000000000e+03,7.020000000000000000e+03,1.226900000000000000e+04
8.714000000000000000e+03,5.270000000000000000e+03,1.637800000000000000e+04
5.452000000000000000e+03,3.424000000000000000e+03,8.183000000000000000e+03
6.346000000000000000e+03,4.229000000000000000e+03,2.164600000000000000e+04
6.378000000000000000e+03,5.835000000000000000e+03,1.300300000000000000e+04
6.173000000000000000e+03,6.967000000000000000e+03,8.508000000000000000e+03
7.602000000000000000e+03,5.069000000000000000e+03,6.187000000000000000e+03
6.125000000000000000e+03,3.331000000000000000e+03,1.169900000000000000e+04
8.711000000000000000e+03,7.729000000000000000e+03,1.208900000000000000e+04
8.060000000000000000e+03,3.950000000000000000e+03,1.432600000000000000e+04
4.840000000000000000e+03,2.437000000000000000e+03,1.100200000000000000e+04
3.040000000000000000e+03,7.437000000000000000e+03,1.372800000000000000e+04
7.029000000000000000e+03,6.753000000000000000e+03,1.263000000000000000e+04
5.150000000000000000e+03,2.342000000000000000e+03,7.569000000000000000e+03
5.395000000000000000e+03,6.648000000000000000e+03,8.368000000000000000e+03
1.034000000000000000e+03,5.867000000000000000e+03,6.981000000000000000e+03
9.481000000000000000e+03,8.317000000000000000e+03,7.941000000000000000e+03
3.547000000000000000e+03,6.996000000000000000e+03,6.576000000000000000e+03
2.803000000000000000e+03,5.180000000000000000e+03,1.016400000000000000e+04
5.275000000000000000e+03,3.777000000000000000e+03,6.981000000000000000e+03
6.997000000000000000e+03,7.974000000000000000e+03,2.342000000000000000e+03
6.147000000000000000e+03,4.662000000000000000e+03,1.134000000000000000e+03
5.729000000000000000e+03,7.418000000000000000e+03,4.624000000000000000e+03
2.955000000000000000e+03,7.933000000000000000e+03,3.682000000000000000e+03
3.066000000000000000e+03,3.983000000000000000e+03,8.975000000000000000e+03
3.165000000000000000e+03,6.437000000000000000e+03,9.363000000000000000e+03
5.765000000000000000e+03,5.100000000000000000e+03,9.555000000000000000e+03
7.780000000000000000e+03,6.824000000000000000e+03,5.625000000000000000e+03
1.520200000000000000e+04,1.060600000000000000e+04,1.427800000000000000e+04
2.919900000000000000e+04,1.938100000000000000e+04,1.770500000000000000e+04
1.430100000000000000e+04,1.012300000000000000e+04,1.310300000000000000e+04
1.700300000000000000e+04,1.477800000000000000e+04,1.852000000000000000e+04
1.012300000000000000e+04,1.201100000000000000e+04,1.231000000000000000e+04
1.562800000000000000e+04,1.986300000000000000e+04,2.067700000000000000e+04
1.016100000000000000e+04,1.502000000000000000e+04,2.050600000000000000e+04
2.309600000000000000e+04,2.244800000000000000e+04,9.147000000000000000e+03
1.589600000000000000e+04,1.883500000000000000e+04,7.026000000000000000e+03
2.272400000000000000e+04,2.549700000000000000e+04,1.712800000000000000e+04
1.508800000000000000e+04,1.877400000000000000e+04,1.678000000000000000e+04
1.210800000000000000e+04,1.954400000000000000e+04,1.728100000000000000e+04
1.228700000000000000e+04,1.967300000000000000e+04,1.715400000000000000e+04
1.391500000000000000e+04,1.561100000000000000e+04,1.686100000000000000e+04
1.108700000000000000e+04,1.925800000000000000e+04,1.158700000000000000e+04
1.074400000000000000e+04,1.956200000000000000e+04,1.072700000000000000e+04
4.980700000000000000e+04,1.083600000000000000e+04,1.381700000000000000e+04
1.626100000000000000e+04,1.288300000000000000e+04,1.387200000000000000e+04
1.070000000000000000e+04,2.656100000000000000e+04,1.005200000000000000e+04
9.833000000000000000e+03,1.447600000000000000e+04,1.867100000000000000e+04
1.636900000000000000e+04,1.594400000000000000e+04,1.938700000000000000e+04
1.110700000000000000e+04,1.348700000000000000e+04,1.742000000000000000e+04
1.115000000000000000e+04,1.587100000000000000e+04,9.292000000000000000e+03
1.027800000000000000e+04,1.313500000000000000e+04,8.271000000000000000e+03
1.033300000000000000e+04,2.203800000000000000e+04,1.919800000000000000e+04
1.648700000000000000e+04,1.932100000000000000e+04,1.890300000000000000e+04
1.076600000000000000e+04,1.998400000000000000e+04,1.957200000000000000e+04
1.173400000000000000e+04,1.600100000000000000e+04,1.988600000000000000e+04
1.797200000000000000e+04,1.223200000000000000e+04,2.353400000000000000e+04
1.371700000000000000e+04,1.161500000000000000e+04,1.301300000000000000e+04
3.756000000000000000e+04,5.418600000000000000e+04,5.187600000000000000e+04
9.031800000000000000e+04,6.358900000000000000e+04,4.047600000000000000e+04
3.892300000000000000e+04,4.002000000000000000e+04,4.585600000000000000e+04
4.215100000000000000e+04,5.054800000000000000e+04,4.041000000000000000e+04
2.116300000000000000e+04,5.236800000000000000e+04,4.059900000000000000e+04
2.907200000000000000e+04,3.830700000000000000e+04,5.714200000000000000e+04
5.786300000000000000e+04,4.646300000000000000e+04,5.132600000000000000e+04
4.614700000000000000e+04,4.978500000000000000e+04,2.078800000000000000e+04
3.431500000000000000e+04,5.263900000000000000e+04,2.325300000000000000e+04
4.044700000000000000e+04,5.132800000000000000e+04,3.536000000000000000e+04
3.206600000000000000e+04,5.174300000000000000e+04,4.895900000000000000e+04
2.405400000000000000e+04,4.520200000000000000e+04,5.693400000000000000e+04
2.520700000000000000e+04,5.249000000000000000e+04,4.717500000000000000e+04
3.500000000000000000e+04,3.239200000000000000e+04,5.691800000000000000e+04
2.004000000000000000e+04,2.735900000000000000e+04,4.521400000000000000e+04
3.459600000000000000e+04,4.322800000000000000e+04,5.315200000000000000e+04
9.831300000000000000e+04,6.248100000000000000e+04,3.371700000000000000e+04
4.059800000000000000e+04,4.171100000000000000e+04,4.375600000000000000e+04
3.650200000000000000e+04,4.591400000000000000e+04,3.166800000000000000e+04
2.552200000000000000e+04,4.002900000000000000e+04,3.773800000000000000e+04
1.356500000000000000e+04,3.733100000000000000e+04,5.561400000000000000e+04
