7.600000000000000000e+01,7.600000000000000000e+01,8.000000000000000000e+01,7.600000000000000000e+01
8.800000000000000000e+01,8.700000000000000000e+01,8.500000000000000000e+01,8.600000000000000000e+01
7.700000000000000000e+01,7.600000000000000000e+01,7.900000000000000000e+01,7.800000000000000000e+01
8.100000000000000000e+01,8.400000000000000000e+01,8.200000000000000000e+01,8.200000000000000000e+01
7.500000000000000000e+01,7.600000000000000000e+01,8.000000000000000000e+01,7.600000000000000000e+01
8.200000000000000000e+01,8.300000000000000000e+01,8.300000000000000000e+01,8.200000000000000000e+01
8.900000000000000000e+01,8.500000000000000000e+01,8.800000000000000000e+01,8.600000000000000000e+01
8.000000000000000000e+01,7.900000000000000000e+01,8.000000000000000000e+01,7.800000000000000000e+01
8.500000000000000000e+01,8.800000000000000000e+01,8.700000000000000000e+01,8.500000000000000000e+01
8.200000000000000000e+01,8.300000000000000000e+01,8.000000000000000000e+01,8.200000000000000000e+01
8.100000000000000000e+01,8.300000000000000000e+01,8.400000000000000000e+01,8.300000000000000000e+01
8.800000000000000000e+01,8.800000000000000000e+01,8.500000000000000000e+01,8.600000000000000000e+01
8.000000000000000000e+01,8.400000000000000000e+01,8.100000000000000000e+01,8.200000000000000000e+01
8.500000000000000000e+01,8.200000000000000000e+01,8.200000000000000000e+01,8.200000000000000000e+01
8.400000000000000000e+01,8.000000000000000000e+01,8.400000000000000000e+01,8.200000000000000000e+01
8.000000000000000000e+01,8.400000000000000000e+01,8.000000000000000000e+01,8.100000000000000000e+01
8.600000000000000000e+01,8.800000000000000000e+01,8.800000000000000000e+01,8.800000000000000000e+01
8.000000000000000000e+01,8.500000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01
8.500000000000000000e+01,8.700000000000000000e+01,8.700000000000000000e+01,8.500000000000000000e+01
8.200000000000000000e+01,8.300000000000000000e+01,8.000000000000000000e+01,8.200000000000000000e+01
7.600000000000000000e+01,7.900000000000000000e+01,7.700000000000000000e+01,7.700000000000000000e+01
8.400000000000000000e+01,8.400000000000000000e+01,8.500000000000000000e+01,8.500000000000000000e+01
8.600000000000000000e+01,8.800000000000000000e+01,8.500000000000000000e+01,8.600000000000000000e+01
8.000000000000000000e+01,7.600000000000000000e+01,7.700000000000000000e+01,7.600000000000000000e+01
8.200000000000000000e+01,8.400000000000000000e+01,8.000000000000000000e+01,8.200000000000000000e+01
8.100000000000000000e+01,8.500000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01
8.000000000000000000e+01,7.700000000000000000e+01,7.900000000000000000e+01,7.700000000000000000e+01
7.800000000000000000e+01,7.900000000000000000e+01,8.000000000000000000e+01,7.800000000000000000e+01
8.700000000000000000e+01,8.700000000000000000e+01,9.000000000000000000e+01,8.800000000000000000e+01
8.800000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,8.800000000000000000e+01
8.700000000000000000e+01,8.600000000000000000e+01,8.500000000000000000e+01,8.500000000000000000e+01
8.600000000000000000e+01,8.600000000000000000e+01,8.500000000000000000e+01,8.400000000000000000e+01
8.500000000000000000e+01,8.900000000000000000e+01,9.000000000000000000e+01,8.900000000000000000e+01
8.400000000000000000e+01,8.100000000000000000e+01,8.500000000000000000e+01,8.300000000000000000e+01
7.500000000000000000e+01,7.900000000000000000e+01,7.900000000000000000e+01,7.700000000000000000e+01
7.500000000000000000e+01,8.000000000000000000e+01,7.800000000000000000e+01,7.700000000000000000e+01
8.900000000000000000e+01,8.800000000000000000e+01,9.000000000000000000e+01,8.900000000000000000e+01
7.800000000000000000e+01,7.900000000000000000e+01,7.600000000000000000e+01,7.600000000000000000e+01
8.600000000000000000e+01,8.500000000000000000e+01,8.700000000000000000e+01,8.700000000000000000e+01
7.700000000000000000e+01,7.700000000000000000e+01,7.500000000000000000e+01,7.500000000000000000e+01
8.500000000000000000e+01,8.300000000000000000e+01,8.300000000000000000e+01,8.400000000000000000e+01
7.700000000000000000e+01,8.000000000000000000e+01,8.000000000000000000e+01,7.800000000000000000e+01
8.200000000000000000e+01,8.500000000000000000e+01,8.500000000000000000e+01,8.500000000000000000e+01
8.500000000000000000e+01,8.700000000000000000e+01,9.000000000000000000e+01,8.800000000000000000e+01
7.500000000000000000e+01,7.600000000000000000e+01,7.700000000000000000e+01,7.600000000000000000e+01
7.700000000000000000e+01,7.600000000000000000e+01,7.800000000000000000e+01,7.600000000000000000e+01
7.500000000000000000e+01,7.700000000000000000e+01,7.700000000000000000e+01,7.700000000000000000e+01
8.000000000000000000e+01,8.200000000000000000e+01,8.100000000000000000e+01,8.200000000000000000e+01
8.600000000000000000e+01,8.500000000000000000e+01,8.700000000000000000e+01,8.500000000000000000e+01
7.500000000000000000e+01,7.800000000000000000e+01,7.700000000000000000e+01,7.600000000000000000e+01
8.700000000000000000e+01,8.600000000000000000e+01,9.000000000000000000e+01,8.700000000000000000e+01
8.400000000000000000e+01,8.300000000000000000e+01,8.000000000000000000e+01,8.200000000000000000e+01
8.100000000000000000e+01,8.000000000000000000e+01,8.200000000000000000e+01,8.100000000000000000e+01
8.800000000000000000e+01,8.900000000000000000e+01,8.800000000000000000e+01,8.700000000000000000e+01
8.900000000000000000e+01,8.500000000000000000e+01,9.000000000000000000e+01,8.800000000000000000e+01
8.500000000000000000e+01,8.400000000000000000e+01,8.400000000000000000e+01,8.300000000000000000e+01
8.000000000000000000e+01,7.500000000000000000e+01,7.600000000000000000e+01,7.800000000000000000e+01
8.500000000000000000e+01,8.500000000000000000e+01,8.400000000000000000e+01,8.500000000000000000e+01
9.000000000000000000e+01,8.600000000000000000e+01,9.000000000000000000e+01,8.800000000000000000e+01
7.600000000000000000e+01,7.600000000000000000e+01,8.000000000000000000e+01,7.600000000000000000e+01
8.700000000000000000e+01,8.700000000000000000e+01,8.500000000000000000e+01,8.600000000000000000e+01
7.800000000000000000e+01,8.000000000000000000e+01,7.800000000000000000e+01,7.900000000000000000e+01
8.700000000000000000e+01,8.500000000000000000e+01,8.900000000000000000e+01,8.700000000000000000e+01
8.500000000000000000e+01,8.600000000000000000e+01,8.700000000000000000e+01,8.700000000000000000e+01
8.300000000000000000e+01,8.500000000000000000e+01,8.000000000000000000e+01,8.100000000000000000e+01
8.500000000000000000e+01,8.000000000000000000e+01,8.400000000000000000e+01,8.200000000000000000e+01
7.600000000000000000e+01,7.800000000000000000e+01,7.700000000000000000e+01,7.600000000000000000e+01
7.800000000000000000e+01,8.000000000000000000e+01,7.700000000000000000e+01,7.800000000000000000e+01
8.400000000000000000e+01,8.300000000000000000e+01,8.300000000000000000e+01,8.200000000000000000e+01
8.900000000000000000e+01,8.500000000000000000e+01,9.000000000000000000e+01,8.900000000000000000e+01
8.100000000000000000e+01,8.300000000000000000e+01,8.500000000000000000e+01,8.200000000000000000e+01
8.200000000000000000e+01,8.300000000000000000e+01,8.100000000000000000e+01,8.200000000000000000e+01
